,km_driven,Chevrolet,Expensive,Ford,Honda,Hyundai,Mahindra,Maruti,Renault,Skoda,Tata,Toyota,Volkswagen,selling_price,fuel_Diesel,fuel_LPG,fuel_Petrol,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
1263,58000,False,False,False,False,True,False,False,False,False,False,False,False,81000,False,False,True,True,False,False,False
1264,55000,False,False,False,False,True,False,False,False,False,False,False,False,170000,False,False,True,False,True,False,False
1265,25000,False,True,False,False,False,False,False,False,False,False,False,False,81000,False,False,True,True,False,False,False
1266,83000,False,False,False,False,False,False,True,False,False,False,False,False,95000,False,False,True,False,False,False,True
1267,192000,False,False,False,False,False,False,False,False,False,False,True,False,55000,False,False,True,False,False,False,True
1268,82000,True,False,False,False,False,False,False,False,False,False,False,False,880000,True,False,False,False,False,False,False
1269,60000,True,False,False,False,False,False,False,False,False,False,False,False,200000,False,False,True,False,False,False,False
1270,45000,False,True,False,False,False,False,False,False,False,False,False,False,480000,False,False,True,False,False,False,False
1271,144030,False,False,False,True,False,False,False,False,False,False,False,False,480000,True,False,False,False,False,False,False
1272,100000,False,False,False,False,True,False,False,False,False,False,False,False,700000,False,False,True,False,False,False,False
1273,100000,False,False,False,False,False,False,True,False,False,False,False,False,850000,True,False,False,False,False,False,False
1274,100000,False,False,False,False,False,False,False,False,False,True,False,False,300000,True,False,False,False,False,False,False
1275,90000,False,False,False,False,False,False,False,False,False,True,False,False,650000,False,False,True,False,False,False,False
1276,3100,False,False,False,True,False,False,False,False,False,False,False,False,220000,False,False,True,False,False,False,False
1277,60000,False,False,False,False,False,False,False,False,False,True,False,False,300000,True,False,False,False,False,False,False
1278,48000,False,False,True,False,False,False,False,False,False,False,False,False,450000,True,False,False,False,False,False,False
1279,25000,False,False,False,False,True,False,False,False,False,False,False,False,400000,True,False,False,False,False,False,False
1280,7032,False,False,False,True,False,False,False,False,False,False,False,False,1030000,True,False,False,False,False,False,False
1281,20000,False,False,False,False,False,False,True,False,False,False,False,False,190000,True,False,False,False,True,False,False
1282,120000,False,False,False,True,False,False,False,False,False,False,False,False,140000,False,False,True,False,True,False,False
1283,31000,False,False,False,False,False,True,False,False,False,False,False,False,800000,True,False,False,False,False,False,False
1284,30000,False,False,False,True,False,False,False,False,False,False,False,False,229999,True,False,False,False,False,False,True
1285,150000,False,False,False,False,False,False,False,False,False,True,False,False,300000,True,False,False,False,True,False,False
1286,10000,False,True,False,False,False,False,False,False,False,False,False,False,375000,True,False,False,False,True,False,False
1287,69000,False,False,False,False,False,True,False,False,False,False,False,False,140000,False,False,True,False,False,False,False
1288,25000,False,False,False,False,True,False,False,False,False,False,False,False,60000,False,False,True,False,True,False,False
1289,5000,False,False,False,False,False,False,True,False,False,False,False,False,420000,True,False,False,False,True,False,False
1290,14495,False,False,False,False,False,False,False,False,False,False,False,True,300000,True,False,False,False,False,False,True
1291,80000,False,False,False,False,False,False,True,False,False,False,False,False,150000,True,False,False,False,False,False,False
1292,7000,False,False,False,False,True,False,False,False,False,False,False,False,600000,True,False,False,False,False,False,False
1293,70000,False,False,False,False,False,False,True,False,False,False,False,False,204999,True,False,False,False,True,False,False
1294,50000,False,False,False,False,False,False,False,True,False,False,False,False,625000,True,False,False,False,False,False,False
1295,100000,False,False,False,False,False,False,False,False,True,False,False,False,280000,True,False,False,False,False,False,False
1296,20000,False,False,False,False,False,False,True,False,False,False,False,False,1050000,True,False,False,False,True,False,False
1297,55000,False,False,False,False,True,False,False,False,False,False,False,False,250000,False,False,True,False,True,False,False
1298,170000,False,False,True,False,False,False,False,False,False,False,False,False,535000,True,False,False,False,True,False,False
1299,72000,False,False,False,False,True,False,False,False,False,False,False,False,400000,False,False,True,False,True,False,False
1300,125000,False,False,False,False,True,False,False,False,False,False,False,False,610000,False,False,True,False,False,False,False
1301,8000,False,False,False,False,True,False,False,False,False,False,False,False,509999,True,False,False,False,False,False,False
1302,15000,False,False,True,False,False,False,False,False,False,False,False,False,521000,True,False,False,False,True,False,False
1303,56494,False,False,False,True,False,False,False,False,False,False,False,False,511000,True,False,False,False,False,False,False
1304,120000,False,False,False,False,False,False,True,False,False,False,False,False,451000,True,False,False,False,False,False,False
1305,90000,False,False,False,False,False,False,True,False,False,False,False,False,170000,False,False,True,False,False,False,False
1306,81000,False,False,False,False,False,False,True,False,False,False,False,False,450000,True,False,False,False,True,False,False
1307,112000,False,False,False,False,False,False,True,False,False,False,False,False,375000,False,False,True,False,True,False,False
1308,28156,False,False,False,False,False,False,False,False,False,False,False,False,305000,False,False,True,False,True,False,False
1309,75000,False,False,False,False,False,False,False,False,False,True,False,False,315000,False,False,True,False,False,False,False
1310,58245,False,False,False,False,False,False,False,False,False,False,False,True,250000,True,False,False,False,True,False,False
1311,50000,False,False,False,False,False,False,True,False,False,False,False,False,200000,True,False,False,False,True,False,False
1312,60000,False,False,False,False,True,False,False,False,False,False,False,False,950000,True,False,False,False,False,False,False
1313,110000,False,False,False,False,False,False,False,False,False,True,False,False,400000,True,False,False,False,False,False,True
1314,110000,False,False,False,False,False,False,False,False,False,True,False,False,509999,True,False,False,False,True,False,False
1315,142000,False,False,False,False,False,False,False,False,False,True,False,False,375000,False,False,True,False,False,False,True
1316,120000,False,False,False,False,False,False,True,False,False,False,False,False,150000,False,False,True,False,False,False,True
1317,40000,False,False,False,False,True,False,False,False,False,False,False,False,75000,False,False,True,False,False,False,False
1318,120000,False,False,False,False,False,False,False,False,False,True,False,False,465000,False,False,True,False,True,False,False
1319,80000,False,False,False,False,True,False,False,False,False,False,False,False,700000,True,False,False,False,False,False,False
1320,13534,False,False,False,False,False,False,False,False,False,False,True,False,950000,True,False,False,False,False,False,True
1321,76000,False,False,False,True,False,False,False,False,False,False,False,False,610000,False,False,True,False,False,False,False
1322,60000,False,True,False,False,False,False,False,False,False,False,False,False,60000,False,False,True,False,True,False,False
1323,110000,False,False,False,False,True,False,False,False,False,False,False,False,235000,False,False,True,False,False,False,False
1324,110000,False,False,False,False,False,False,False,False,False,False,True,False,330000,False,False,True,False,False,False,False
1325,7500,False,False,False,False,False,False,False,False,False,False,False,False,472000,True,False,False,False,False,False,False
1326,40000,False,False,False,False,False,False,True,False,False,False,False,False,585000,False,False,True,False,False,False,False
1327,50000,False,False,False,False,True,False,False,False,False,False,False,False,500000,True,False,False,False,False,False,False
1328,19500,False,False,False,False,True,False,False,False,False,False,False,False,360000,False,False,True,False,False,False,False
1329,110000,False,True,False,False,False,False,False,False,False,False,False,False,649000,True,False,False,False,False,False,False
1330,250000,False,False,False,False,False,False,False,False,False,False,True,False,200000,False,False,True,False,False,False,False
1331,90000,False,False,False,False,True,False,False,False,False,False,False,False,240000,False,False,True,False,False,False,False
1332,18500,False,False,False,False,False,False,True,False,False,False,False,False,400000,True,False,False,False,False,False,False
1333,6000,False,False,False,False,False,True,False,False,False,False,False,False,250000,True,False,False,False,True,False,False
1334,30000,False,False,False,False,False,False,False,False,False,True,False,False,1200000,True,False,False,False,False,False,False
1335,120000,False,False,False,False,False,False,True,False,False,False,False,False,250000,True,False,False,False,True,False,False
1336,59865,False,False,False,False,False,True,False,False,False,False,False,False,819999,True,False,False,False,False,False,False
1337,90000,False,False,False,False,False,False,True,False,False,False,False,False,800000,True,False,False,False,True,False,False
1338,52000,False,False,False,False,False,False,True,False,False,False,False,False,429000,False,False,True,False,True,False,False
1339,120000,False,False,False,False,False,False,False,False,False,False,True,False,150000,False,False,True,False,False,False,True
1340,80000,False,False,False,False,False,False,False,False,False,False,True,False,315000,True,False,False,False,True,False,False
1341,7032,False,False,False,True,False,False,False,False,False,False,False,False,170000,True,False,False,False,False,False,False
1342,27000,False,False,False,False,False,False,True,False,False,False,False,False,335000,False,False,True,False,False,False,False
1343,20000,False,False,True,False,False,False,False,False,False,False,False,False,465000,False,False,True,False,False,False,False
1344,56000,True,False,False,False,False,False,False,False,False,False,False,False,360000,True,False,False,False,True,False,False
1345,60000,False,False,False,False,False,False,True,False,False,False,False,False,570000,True,False,False,False,False,False,False
1346,140000,False,False,False,False,False,True,False,False,False,False,False,False,350000,True,False,False,False,True,False,False
1347,45000,False,True,False,False,False,False,False,False,False,False,False,False,600000,True,False,False,False,False,False,False
1348,70000,False,False,False,False,False,False,False,False,False,True,False,False,700000,False,False,True,False,False,False,False
1349,40000,False,False,False,False,False,False,False,False,False,True,False,False,375000,True,False,False,False,True,False,False
1350,154000,False,False,False,False,True,False,False,False,False,False,False,False,450000,False,False,False,False,False,False,False
1351,100000,False,False,False,True,False,False,False,False,False,False,False,False,325000,True,False,False,False,False,False,True
1352,90000,False,False,False,False,False,False,True,False,False,False,False,False,260000,True,False,False,False,False,False,True
1353,200000,False,False,False,False,False,False,False,False,False,True,False,False,130000,False,False,True,False,False,False,True
1354,76000,False,False,False,False,True,False,False,False,False,False,False,False,150000,True,False,False,True,False,False,False
1355,70000,False,False,False,False,False,False,True,False,False,False,False,False,220000,False,False,True,False,False,False,False
1356,46000,False,False,False,False,True,False,False,False,False,False,False,False,275000,False,False,True,False,False,False,False
1357,20000,False,False,False,False,False,False,False,False,False,True,False,False,455000,True,False,False,False,False,False,False
1358,75000,False,False,False,False,False,False,False,False,False,True,False,False,570000,False,False,True,False,False,False,False
1359,22512,False,False,False,False,True,False,False,False,False,False,False,False,330000,True,False,False,False,False,False,True
1360,80000,False,False,False,False,False,False,True,False,False,False,False,False,1576000,True,False,False,False,False,False,False
1361,30000,True,False,False,False,False,False,False,False,False,False,False,False,450000,True,False,False,True,False,False,False
1362,50000,False,False,False,False,False,False,True,False,False,False,False,False,250000,False,False,True,False,False,False,False
1363,120000,False,False,False,False,False,True,False,False,False,False,False,False,165000,False,False,True,False,False,False,True
1364,20000,False,False,False,False,False,False,True,False,False,False,False,False,800000,True,False,False,False,False,False,False
1365,23700,False,False,False,False,False,False,True,False,False,False,False,False,680000,False,False,True,False,False,False,False
1366,54723,False,False,False,False,False,False,True,False,False,False,False,False,525000,False,False,True,False,False,False,False
1367,67082,False,False,False,False,False,False,True,False,False,False,False,False,825000,False,False,True,False,False,False,False
1368,50000,False,False,False,False,False,False,True,False,False,False,False,False,750000,True,False,False,False,False,False,False
1369,70000,False,False,False,False,True,False,False,False,False,False,False,False,950000,True,False,False,False,False,False,False
1370,127000,False,False,False,False,True,False,False,False,False,False,False,False,950000,True,False,False,False,False,False,False
1371,20000,False,False,False,False,False,False,True,False,False,False,False,False,675000,True,False,False,False,False,False,False
1372,89580,False,False,False,False,False,False,False,False,False,False,True,False,490000,False,False,True,False,False,False,False
1373,68000,False,False,False,False,False,False,False,False,False,False,True,False,775000,True,False,False,False,False,False,False
1374,80000,False,False,False,False,False,False,True,False,False,False,False,False,350000,False,False,True,False,False,False,False
1375,63000,False,False,False,False,False,False,False,False,False,True,False,False,475000,False,False,True,False,False,False,False
1376,22000,False,False,False,True,False,False,False,False,False,False,False,False,950000,True,False,False,False,False,False,False
1377,60000,True,False,False,False,False,False,False,False,False,False,False,False,350000,False,False,True,False,True,False,False
1378,120000,False,False,False,False,False,False,True,False,False,False,False,False,400000,False,False,True,False,False,False,False
1379,120000,False,False,False,False,False,True,False,False,False,False,False,False,75000,False,False,True,False,False,False,True
1380,48000,False,True,False,False,False,False,False,False,False,False,False,False,850000,True,False,False,False,False,False,False
1381,5000,False,False,False,False,False,False,True,False,False,False,False,False,175000,False,False,True,False,True,False,False
1382,20000,False,False,False,False,False,False,False,False,False,True,False,False,570000,True,False,False,False,False,False,False
1383,110000,False,False,False,False,False,False,True,False,False,False,False,False,525000,True,False,False,False,True,False,False
1384,58343,False,False,False,False,False,False,True,False,False,False,False,False,270000,False,False,True,False,False,False,False
1385,33000,False,False,False,False,False,False,True,False,False,False,False,False,434999,False,False,True,False,False,False,False
1386,25538,False,False,False,False,False,False,False,False,False,False,True,False,495000,False,False,True,False,False,False,False
1387,143200,False,False,True,False,False,False,False,False,False,False,False,False,575000,True,False,False,False,False,False,False
1388,80000,False,True,False,False,False,False,False,False,False,False,False,False,600000,False,False,True,False,False,False,False
1389,30000,False,True,False,False,False,False,False,False,False,False,False,False,700000,False,False,True,False,False,False,False
1390,110000,False,False,False,False,False,False,True,False,False,False,False,False,560000,True,False,False,False,False,False,False
1391,60000,False,False,False,False,False,False,False,True,False,False,False,False,565000,True,False,False,False,False,False,False
1392,54000,False,False,False,False,False,False,True,False,False,False,False,False,250000,True,False,False,False,False,False,False
1393,35000,False,False,False,False,False,False,True,False,False,False,False,False,409999,False,False,True,False,True,False,False
1394,40000,True,False,False,False,False,False,False,False,False,False,False,False,495000,True,False,False,False,False,False,False
1395,100000,False,False,False,False,False,True,False,False,False,False,False,False,470000,False,False,True,False,False,False,False
1396,10000,False,False,False,False,False,False,True,False,False,False,False,False,350000,True,False,False,False,False,False,False
1397,80000,False,False,True,False,False,False,False,False,False,False,False,False,1560000,True,False,False,False,False,False,False
1398,36422,False,True,False,False,False,False,False,False,False,False,False,False,480000,False,False,True,False,False,False,False
1399,16034,False,False,True,False,False,False,False,False,False,False,False,False,270000,True,False,False,False,False,False,False
1400,45000,False,True,False,False,False,False,False,False,False,False,False,False,660000,True,False,False,False,False,False,False
1401,33000,False,False,False,True,False,False,False,False,False,False,False,False,490000,False,False,True,False,False,False,False
1402,50000,False,False,False,False,False,False,True,False,False,False,False,False,800000,True,False,False,False,False,False,False
1403,35000,False,False,False,False,False,False,True,False,False,False,False,False,350000,False,False,True,False,True,False,False
1404,46000,False,False,False,False,False,False,True,False,False,False,False,False,170000,True,False,False,False,False,False,True
1405,28782,False,False,False,False,True,False,False,False,False,False,False,False,125000,True,False,False,False,True,False,False
1406,47000,False,False,False,False,True,False,False,False,False,False,False,False,400000,True,False,False,False,False,False,False
1407,35000,False,False,False,False,False,True,False,False,False,False,False,False,250000,False,False,True,False,False,False,False
1408,72113,False,False,False,True,False,False,False,False,False,False,False,False,190000,True,False,False,False,True,False,False
1409,80000,False,False,True,False,False,False,False,False,False,False,False,False,125000,False,False,True,False,False,False,True
1410,30000,False,False,False,False,True,False,False,False,False,False,False,False,1950000,True,False,False,False,False,False,False
1411,100000,False,False,False,False,False,False,True,False,False,False,False,False,1300000,True,False,False,False,False,False,False
1412,80000,False,False,False,False,False,False,False,False,False,False,True,False,786000,True,False,False,False,False,False,True
1413,8500,False,False,False,False,False,False,False,False,False,False,False,False,335000,False,False,True,False,False,False,False
1414,74250,False,False,False,False,False,True,False,False,False,False,False,False,114999,False,False,True,False,False,False,True
1415,44000,False,False,True,False,False,False,False,False,False,False,False,False,229999,True,False,False,True,False,False,False
1416,80000,False,False,False,False,False,True,False,False,False,False,False,False,731000,True,False,False,False,False,False,False
1417,100000,False,False,False,False,False,True,False,False,False,False,False,False,395000,True,False,False,False,False,False,False
1418,72072,False,False,False,False,False,False,True,False,False,False,False,False,500000,True,False,False,False,False,False,False
1419,20000,False,False,False,False,False,False,True,False,False,False,False,False,220000,False,False,True,False,False,False,True
1420,80000,False,False,False,False,False,False,True,False,False,False,False,False,240000,True,False,False,False,False,False,False
1421,56290,False,False,False,False,True,False,False,False,False,False,False,False,215000,True,False,False,False,False,False,True
1422,65000,False,False,False,False,False,False,True,False,False,False,False,False,400000,True,False,False,False,True,False,False
1423,100000,False,False,False,False,False,False,True,False,False,False,False,False,191000,False,False,True,False,False,False,False
1424,25000,False,False,False,False,False,False,True,False,False,False,False,False,351000,True,False,False,False,True,False,False
1425,68700,False,False,False,False,False,False,True,False,False,False,False,False,250000,False,False,True,False,False,False,False
1426,30000,False,False,False,False,False,False,True,False,False,False,False,False,210000,True,False,False,False,True,False,False
1427,35000,False,False,False,False,False,False,True,False,False,False,False,False,300000,False,False,True,False,False,False,True
1428,120000,False,False,False,False,False,False,False,False,False,False,True,False,700000,True,False,False,False,False,False,False
1429,8500,False,False,False,False,False,False,False,False,False,False,False,False,500000,True,False,False,False,True,False,False
1430,70000,False,True,False,False,False,False,False,False,False,False,False,False,120000,False,False,True,False,False,False,False
1431,63982,False,False,True,False,False,False,False,False,False,False,False,False,850000,True,False,False,False,False,False,False
1432,90000,False,False,False,False,False,False,True,False,False,False,False,False,120000,True,False,False,False,True,False,False
1433,52000,False,False,False,False,True,False,False,False,False,False,False,False,770000,True,False,False,False,True,False,False
1434,50000,False,False,False,True,False,False,False,False,False,False,False,False,245000,False,False,True,False,False,False,True
1435,70000,False,False,False,False,False,False,True,False,False,False,False,False,250000,False,False,True,False,False,False,False
1436,12000,False,False,False,False,False,False,False,False,False,True,False,False,651000,True,False,False,False,False,False,False
1437,45000,False,False,False,False,False,False,True,False,False,False,False,False,480000,False,False,True,False,False,False,False
1438,76000,False,False,False,False,True,False,False,False,False,False,False,False,470000,True,False,False,False,False,False,False
1439,52000,False,False,False,False,False,False,True,False,False,False,False,False,500000,True,False,False,False,False,False,False
1440,35500,False,False,False,False,False,False,True,False,False,False,False,False,1075000,True,False,False,False,False,False,False
1441,300000,False,False,False,False,False,True,False,False,False,False,False,False,690000,True,False,False,False,False,False,False
1442,35000,False,True,False,False,False,False,False,False,False,False,False,False,589000,True,False,False,False,False,False,False
1443,90000,False,False,False,False,False,False,False,False,False,True,False,False,589000,True,False,False,False,False,False,False
1444,35000,False,False,False,False,True,False,False,False,False,False,False,False,480000,False,False,True,False,False,False,False
1445,42000,False,False,False,False,True,False,False,False,False,False,False,False,450000,True,False,False,False,True,False,False
1446,300000,False,False,False,False,False,False,True,False,False,False,False,False,770000,True,False,False,False,False,False,False
1447,140000,False,False,False,False,False,True,False,False,False,False,False,False,445000,True,False,False,False,False,False,False
1448,10000,False,False,False,False,True,False,False,False,False,False,False,False,700000,False,False,True,False,False,False,False
1449,70000,False,False,False,False,True,False,False,False,False,False,False,False,560000,True,False,False,False,False,False,False
1450,80000,False,False,False,False,True,False,False,False,False,False,False,False,475000,True,False,False,False,True,False,False
1451,175000,False,False,False,False,False,False,True,False,False,False,False,False,465000,True,False,False,False,False,False,False
1452,60000,False,False,False,False,False,True,False,False,False,False,False,False,520000,True,False,False,False,False,False,False
1453,79328,False,False,False,False,False,False,False,False,False,False,True,False,225000,False,False,True,False,False,False,False
1454,100000,False,False,False,True,False,False,False,False,False,False,False,False,700000,False,False,True,False,False,False,False
1455,40000,False,False,False,False,False,False,True,False,False,False,False,False,780000,True,False,False,False,False,False,False
1456,175000,False,False,False,False,False,False,True,False,False,False,False,False,93150,False,False,True,False,True,False,False
1457,80000,False,False,False,False,True,False,False,False,False,False,False,False,403000,True,False,False,False,True,False,False
1458,50000,True,False,False,False,False,False,False,False,False,False,False,False,229999,False,False,True,False,True,False,False
1459,50000,False,False,False,False,False,False,True,False,False,False,False,False,525000,True,False,False,False,True,False,False
1460,50000,False,False,False,False,False,False,True,False,False,False,False,False,560000,False,False,True,False,False,False,False
1461,9654,False,False,False,False,False,False,False,False,False,False,True,False,830000,True,False,False,False,False,False,False
1462,120000,False,False,False,False,False,False,True,False,False,False,False,False,250000,True,False,False,False,True,False,False
1463,50000,False,False,False,False,True,False,False,False,False,False,False,False,450000,True,False,False,False,False,False,False
1464,110000,False,False,False,False,True,False,False,False,False,False,False,False,745000,True,False,False,False,False,False,False
1465,70000,False,True,False,False,False,False,False,False,False,False,False,False,144000,True,False,False,False,True,False,False
1466,57000,False,False,False,False,False,False,True,False,False,False,False,False,120000,False,False,True,False,False,False,False
1467,25000,False,False,False,False,False,False,True,False,False,False,False,False,300000,True,False,False,False,True,False,False
1468,120000,False,True,False,False,False,False,False,False,False,False,False,False,52000,False,False,True,False,False,False,False
1469,27000,False,False,False,False,True,False,False,False,False,False,False,False,300000,True,False,False,False,False,False,False
1470,50000,False,True,False,False,False,False,False,False,False,False,False,False,270000,True,False,False,False,True,False,False
1471,50000,False,False,False,False,False,False,False,False,False,True,False,False,260000,True,False,False,False,False,False,False
1472,30000,False,False,False,False,False,False,False,False,False,True,False,False,475000,True,False,False,False,False,False,False
1473,120000,False,False,False,False,False,True,False,False,False,False,False,False,302000,True,False,False,False,False,False,True
1474,40000,False,False,False,False,False,False,True,False,False,False,False,False,45000,False,False,True,False,False,False,False
1475,170000,False,False,False,False,False,False,False,False,False,False,True,False,775000,True,False,False,False,False,False,False
1476,80000,False,False,False,False,False,False,True,False,False,False,False,False,700000,True,False,False,False,False,False,False
1477,149000,False,False,False,False,False,False,True,False,False,False,False,False,530000,True,False,False,False,False,False,False
1478,120000,False,False,False,False,False,False,False,False,False,True,False,False,869999,True,False,False,False,False,False,False
1479,108000,False,False,False,False,True,False,False,False,False,False,False,False,155000,True,False,False,True,False,False,False
1480,15000,False,False,False,False,False,False,False,False,False,True,False,False,550000,False,False,True,False,False,False,False
1481,60000,True,False,False,False,False,False,False,False,False,False,False,False,600000,True,False,False,False,True,False,False
1482,60000,False,False,False,False,False,False,True,False,False,False,False,False,430000,True,False,False,False,True,False,False
1483,59235,False,False,False,False,True,False,False,False,False,False,False,False,246000,True,False,False,False,False,False,False
1484,120000,False,False,False,False,True,False,False,False,False,False,False,False,120000,False,False,True,False,False,False,True
1485,25000,False,False,False,False,False,False,False,False,False,True,False,False,565000,False,False,True,False,True,False,False
1486,15000,False,False,False,False,True,False,False,False,False,False,False,False,850000,True,False,False,False,False,False,False
1487,188000,False,False,False,False,False,False,True,False,False,False,False,False,160000,False,False,True,False,False,False,False
1488,120000,False,False,False,False,False,False,False,False,False,False,False,True,325000,True,False,False,False,False,False,False
1489,41232,False,False,False,False,False,False,True,False,False,False,False,False,450000,True,False,False,False,False,False,True
1490,55000,False,False,False,False,True,False,False,False,False,False,False,False,310000,False,False,True,False,False,False,False
1491,100000,False,False,True,False,False,False,False,False,False,False,False,False,250000,True,False,False,False,False,False,True
1492,35000,False,False,False,False,True,False,False,False,False,False,False,False,420000,True,False,False,False,True,False,False
1493,90150,False,False,False,False,False,False,True,False,False,False,False,False,330000,False,False,True,False,True,False,False
1494,70000,False,False,False,False,False,False,True,False,False,False,False,False,405000,False,False,True,False,True,False,False
1495,110000,False,False,False,False,False,False,False,False,False,False,True,False,400000,True,False,False,False,True,False,False
1496,140000,False,False,False,False,False,False,False,False,False,False,False,False,409999,False,False,True,False,False,False,True
1497,68089,False,False,False,False,False,False,False,False,False,False,True,False,500000,True,False,False,False,True,False,False
1498,70000,False,False,False,False,False,True,False,False,False,False,False,False,590000,True,False,False,False,False,False,True
1499,100000,False,False,False,False,False,True,False,False,False,False,False,False,80000,False,False,True,False,False,False,False
1500,45000,False,False,False,False,False,True,False,False,False,False,False,False,135000,False,False,True,False,True,False,False
1501,140000,False,False,False,False,False,False,True,False,False,False,False,False,70000,False,False,True,False,True,False,False
1502,80000,False,False,False,False,False,False,False,False,False,True,False,False,45000,False,False,True,False,False,False,True
1503,2300,False,True,False,False,False,False,False,False,False,False,False,False,650000,True,False,False,False,False,False,False
1504,110000,False,False,False,False,False,False,False,False,False,True,False,False,400000,False,False,True,False,False,False,False
1505,96000,False,False,False,False,True,False,False,False,False,False,False,False,350000,False,False,True,False,False,False,False
1506,26000,False,False,False,False,False,False,False,True,False,False,False,False,550000,True,False,False,False,False,False,False
1507,30000,False,False,True,False,False,False,False,False,False,False,False,False,350000,False,False,True,False,False,False,False
1508,189000,False,False,False,False,False,False,False,False,False,True,False,False,459999,True,False,False,False,False,False,False
1509,5000,False,True,False,False,False,False,False,False,False,False,False,False,185000,False,False,True,False,True,False,False
1510,40000,False,False,False,False,False,False,False,True,False,False,False,False,550000,True,False,False,False,False,False,False
1511,9000,False,True,False,False,False,False,False,False,False,False,False,False,300000,False,True,False,False,True,False,False
1512,74381,False,False,False,False,False,False,True,False,False,False,False,False,175000,False,False,True,False,False,False,True
1513,70000,False,False,True,False,False,False,False,False,False,False,False,False,900000,True,False,False,False,False,False,False
1514,33360,False,False,True,False,False,False,False,False,False,False,False,False,900000,True,False,False,False,False,False,False
1515,35000,False,False,False,False,False,False,True,False,False,False,False,False,550000,True,False,False,False,False,False,True
1516,52000,False,False,False,False,False,False,True,False,False,False,False,False,625000,False,False,True,False,False,False,False
1517,80000,False,False,False,False,False,False,False,False,False,False,False,True,310000,False,False,True,False,True,False,False
1518,114368,False,False,False,False,False,False,False,False,False,False,True,False,500000,True,False,False,False,False,False,False
1519,45000,False,True,False,False,False,False,False,False,False,False,False,False,610000,True,False,False,False,False,False,False
1520,25000,False,False,False,False,False,False,False,False,False,True,False,False,150000,True,False,False,False,False,False,True
1521,91000,False,False,False,True,False,False,False,False,False,False,False,False,480000,True,False,False,False,False,False,False
1522,90000,False,False,False,False,False,False,True,False,False,False,False,False,650000,False,False,True,False,False,False,False
1523,114000,False,False,False,False,False,True,False,False,False,False,False,False,290000,True,False,False,False,True,False,False
1524,23999,False,False,False,False,False,False,True,False,False,False,False,False,300000,False,False,True,False,True,False,False
1525,59549,False,False,False,False,False,False,True,False,False,False,False,False,270000,True,False,False,True,False,False,False
1526,32500,False,False,False,False,False,False,True,False,False,False,False,False,400000,True,False,False,False,True,False,False
1527,66693,False,False,False,False,False,False,False,True,False,False,False,False,280000,False,False,True,False,True,False,False
1528,30000,False,False,False,False,False,False,True,False,False,False,False,False,250000,False,False,True,False,False,False,True
1529,110000,False,False,False,False,False,False,True,False,False,False,False,False,495000,True,False,False,False,True,False,False
1530,147000,False,False,False,False,False,False,True,False,False,False,False,False,3250000,True,False,False,False,False,False,False
1531,210000,False,False,False,False,False,False,False,True,False,False,False,False,700000,False,False,True,False,False,False,False
1532,30000,False,False,False,True,False,False,False,False,False,False,False,False,310000,True,False,False,False,False,False,False
1533,25000,False,False,False,False,True,False,False,False,False,False,False,False,650000,True,False,False,False,False,False,False
1534,58559,False,False,False,False,False,False,True,False,False,False,False,False,600000,False,False,True,False,False,False,False
1535,106000,False,False,False,False,False,True,False,False,False,False,False,False,150000,True,False,False,True,False,False,False
1536,217000,False,False,False,False,False,False,False,False,False,False,True,False,135000,False,False,True,False,False,False,False
1537,40000,False,False,False,False,False,True,False,False,False,False,False,False,650000,True,False,False,False,False,False,False
1538,178500,False,False,False,True,False,False,False,False,False,False,False,False,550000,False,False,True,False,False,False,False
1539,90000,False,False,False,False,False,False,False,False,False,True,False,False,650000,True,False,False,False,False,False,False
1540,67000,False,False,False,False,False,True,False,False,False,False,False,False,2900000,True,False,False,False,False,False,False
1541,40000,False,True,False,False,False,False,False,False,False,False,False,False,450000,False,False,True,False,False,False,False
1542,5621,False,False,False,False,False,False,True,False,False,False,False,False,650000,False,False,True,False,False,False,False
1543,100000,False,False,False,False,False,False,False,False,False,True,False,False,430000,False,False,True,False,False,False,False
1544,10000,False,False,True,False,False,False,False,False,False,False,False,False,1143000,True,False,False,False,False,False,False
1545,80000,False,False,False,False,False,False,True,False,False,False,False,False,700000,False,False,True,False,False,False,False
1546,67000,False,False,False,False,False,False,True,False,False,False,False,False,229999,False,False,True,False,False,False,False
1547,49900,False,False,False,False,True,False,False,False,False,False,False,False,509999,True,False,False,False,False,False,False
1548,80000,False,False,False,False,True,False,False,False,False,False,False,False,670000,False,False,True,False,False,False,False
1549,65000,False,False,False,False,False,False,False,False,False,True,False,False,525000,False,False,True,False,False,False,False
1550,148000,False,False,False,False,False,False,False,False,False,True,False,False,515000,True,False,False,False,False,False,False
1551,80000,False,False,False,True,False,False,False,False,False,False,False,False,630000,False,False,True,False,False,False,False
1552,50000,False,False,False,False,False,False,True,False,False,False,False,False,270000,False,False,True,False,False,False,False
1553,70000,False,False,False,False,False,True,False,False,False,False,False,False,300000,False,False,True,False,False,False,False
1554,79328,False,False,False,False,False,False,False,False,False,False,True,False,250000,True,False,False,False,False,False,False
1555,140000,False,False,False,False,False,False,True,False,False,False,False,False,90000,False,False,True,True,False,False,False
1556,30000,False,False,False,False,True,False,False,False,False,False,False,False,750000,True,False,False,False,False,False,False
